,ID_HECHO,NUM_VICTIMAS,FECHA,AÑO,MES,DÍA,HORA,HH,TIPO_DE_CALLE,CALLE,COMUNA,POS X,POS Y,VICTIMA,ACUSADO
684,2021-0088,1,12/1/2021,2021,12,1,15:40:00,15,CALLE,MONROE,13,-58.45531707,-34.55555257,MOTO,AUTO
685,2021-0089,1,12/2/2021,2021,12,2,1:10:00,1,AVENIDA,GAONA AV.,11,-58.47633683,-34.62140594,MOTO,AUTO
686,2021-0090,1,12/10/2021,2021,12,10,11:45:00,11,AVENIDA,9 DE JULIO AV.,1,-58.38188582,-34.60256036,PEATON,PASAJEROS
687,2021-0091,1,12/11/2021,2021,12,11,23:00:00,23,CALLE,BAIGORRIA,10,-58.51989389,-34.62284918,MOTO,AUTO
688,2021-0092,1,12/12/2021,2021,12,12,6:20:00,6,AVENIDA,RIVADAVIA AV.,3,-58.4059686,-34.61011987,PEATON,AUTO
689,2021-0093,1,12/13/2021,2021,12,13,17:10:00,17,AVENIDA,RIESTRA AV.,7,-58.43353773,-34.64561636,MOTO,AUTO
690,2021-0094,1,12/20/2021,2021,12,20,1:10:00,1,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",9,-58.46739825,-34.65117757,MOTO,AUTO
691,2021-0095,1,12/30/2021,2021,12,30,0:43:00,0,AVENIDA,GAONA AV.,11,-58.47293407,-34.61984745,MOTO,CARGAS
692,2021-0096,1,12/15/2021,2021,12,15,10:30:00,10,AVENIDA,"PERON, EVA AV.",9,-58.47066794,-34.65021673,AUTO,CARGAS
693,2021-0097,1,11/18/2021,2021,11,18,6:10:00,6,CALLE,PADRE CARLOS MUJICA,1,-58.37976155,-34.58679619,BICICLETA,AUTO
